YEAR DAY H0 IMFFF BzEEE BzMMM Densi Speed Press	Kp SSN Dsttt
2017   1  0   7.1  -2.3  -2.5   7.1  552.  4.25 33  12   -13
2017   1  1   6.5  -3.3  -3.5   6.8  556.  4.18 33  12   -14
2017   1  2   5.8  -3.2  -3.0   6.3  552.  3.82 33  12   -16
2017   1  3   6.2  -0.4  -0.0   5.0  539.  3.07 37  12   -24
2017   1  4   6.7  -2.4  -2.9   5.9  543.  3.51 37  12   -30
2017   1  5   5.6  -4.0  -4.0   5.0  542.  3.09 37  12   -31
2017   1  6   5.0  -1.3  -1.2   4.4  527.  2.60 27  12   -29
2017   1  7   4.5  -1.8  -1.8   4.7  533.  2.71 27  12   -21
2017   1  8   5.1  -1.4  -1.6   5.1  530.  2.87 27  12   -19
2017   1  9   3.4  -0.5  -0.5   5.9  518.  3.27 23  12   -17
2017   1 10   4.0   0.0   0.1   5.7  513.  3.15 23  12   -13
2017   1 11   4.9  -2.0  -1.7   5.7  518.  3.12 23  12   -16
2017   1 12   4.2  -0.5  -0.7   6.0  515.  3.23 23  12   -14
2017   1 13   3.7  -2.1  -2.1   6.0  514.  3.23 23  12   -13
2017   1 14   4.7  -0.4  -0.5   5.3  511.  2.81 23  12   -13
2017   1 15   4.6   0.6   0.6   5.6  501.  2.90 30  12   -12
2017   1 16   4.1  -1.0  -0.9   5.6  494.  2.79 30  12   -14
2017   1 17   3.7  -2.0  -1.9   5.6  485.  2.67 30  12   -16
2017   1 18   3.4  -0.6  -0.5   5.0  481.  2.38 20  12   -14
2017   1 19   3.4  -1.7  -1.4   5.3  477.  2.48 20  12   -11
2017   1 20   3.1  -0.9  -0.5   5.2  477.  2.45 20  12   -12
2017   1 21   3.5   0.3   0.9   5.2  476.  2.43 17  12   -12
2017   1 22   3.9  -0.3   0.1   5.3  462.  2.30 17  12   -12
2017   1 23   4.0   0.6   0.6   5.1  465.  2.23 17  12    -9
2017   2  0   3.1   0.3  -0.2   5.0  468.  2.22 17  12    -4
2017   2  1   2.2  -0.3  -0.4   4.6  463.  1.98 17  12    -6
2017   2  2   2.3  -1.5  -1.5   4.0  447.  1.56 17  12    -8
2017   2  3   3.1  -1.5  -1.4   4.3  427.  1.51 23  12   -10
2017   2  4   3.1  -2.4  -2.3   4.8  431.  1.76 23  12   -12
2017   2  5   3.2  -2.7  -2.6   5.5  426.  1.99 23  12   -10
2017   2  6   3.5  -3.1  -3.1   5.8  418.  2.00 20  12   -11
2017   2  7   3.6  -3.5  -3.5   5.7  413.  1.90 20  12   -16
2017   2  8   3.4  -2.9  -2.9   5.9  396.  1.80 20  12   -15
2017   2  9   3.3  -2.7  -2.6   5.6  392.  1.69 17  12   -12
2017   2 10   3.5  -2.5  -2.4   5.4  399.  1.65 17  12   -13
2017   2 11   4.3  -3.7  -3.5   5.9  401.  1.80 17  12   -14
2017   2 12   4.7  -4.5  -4.5   6.5  397.  1.92 13  12   -18
2017   2 13   5.4  -5.4  -5.4   5.7  397.  1.68 13  12   -24
2017   2 14   4.7  -3.7  -3.8   7.2  393.  2.13 13  12   -28
2017   2 15   4.4  -2.6  -2.7   7.1  390.  2.07 20  12   -28
2017   2 16   4.8  -2.3  -2.2   6.3  386.  1.81 20  12   -25
2017   2 17   5.1  -0.7  -0.5   6.2  381.  1.75 20  12   -23
2017   2 18   5.1  -0.3   0.1   7.2  378.  1.99  3  12   -20
2017   2 19   5.5  -1.1  -0.4   7.1  371.  1.87  3  12   -18
2017   2 20   6.9   0.6   1.4   6.6  382.  1.81  3  12   -16
2017   2 21   7.0   1.3   2.0   8.4  385.  2.35  7  12   -15
2017   2 22   7.4   1.5   2.2   6.3  389.  1.96  7  12   -15
2017   2 23   6.6   0.5   1.5   8.1  377.  2.30  7  12   -10
2017   3  0   6.4  -1.4  -0.3   8.3  368.  2.25  3  11    -7
2017   3  1   6.5  -1.2  -0.3   7.7  373.  2.15  3  11    -8
2017   3  2   6.2  -0.6   0.3   8.3  373.  2.29  3  11    -6
2017   3  3   5.5  -2.1  -1.6   9.6  380.  2.72 17  11    -5
2017   3  4   5.6  -1.4  -0.8  12.1  374.  3.20 17  11    -6
2017   3  5   5.7  -1.8  -1.3  16.5  378.  4.16 17  11    -4
2017   3  6   7.3   0.9   1.3  22.6  390.  6.02 20  11     0
2017   3  7   5.6  -1.6  -1.6  28.4  389.  7.58 20  11     5
