YEAR DAY H0 IMFFF BzEEE BzMMM Densi Speed Press	Kp SSN Dsttt
2016   1  0  15.0 -14.1 -14.0   2.0  463.  0.88 60  37  -116
2016   1  1  14.6 -13.2 -13.3   0.8  451.  0.33 60  37  -114
2016   1  2  13.9 -13.0 -13.1   1.1  450.  0.45 60  37  -102
2016   1  3  13.5 -13.1 -12.8   1.7  434.  0.64 53  37   -98
2016   1  4  13.1 -12.7 -12.5   0.9  430.  0.33 53  37   -96
2016   1  5  12.0 -11.0 -11.2   1.7  436.  0.65 53  37   -94
2016   1  6  10.1  -3.4  -3.7   2.6  444.  1.22 50  37   -92
2016   1  7  10.9  -8.9  -8.8   1.4  436.  0.51 50  37   -83
2016   1  8  10.1  -7.9  -7.6   1.8  430.  0.63 50  37   -80
2016   1  9  10.0  -3.2  -2.7   1.0  452.  0.48 33  37   -75
2016   1 10  10.2   0.8   1.6   0.6  435.  0.34 33  37   -73
2016   1 11   9.5   4.7   5.4   0.9  426.  0.39 33  37   -65
2016   1 12   9.2   5.7   6.2   1.6  411.  0.56 17  37   -57
2016   1 13   9.6  -0.8  -0.3   1.2  414.  0.42 17  37   -57
2016   1 14   9.1  -0.7  -0.4   1.0  408.  0.34 17  37   -55
2016   1 15   9.1  -1.0  -0.9   1.6  418.  0.52 10  37   -52
2016   1 16   8.9   1.0   0.9   1.8  422.  0.60 10  37   -48
2016   1 17   8.2  -0.4  -0.8   1.8  414.  0.56 10  37   -45
2016   1 18   8.0   0.1  -0.5   1.7  409.  0.52 20  37   -44
2016   1 19   7.2  -0.2  -0.9   3.3  423.  1.10 20  37   -43
2016   1 20   5.6  -0.0  -0.6   6.9  429.  2.38 20  37   -39
2016   1 21   4.9   0.1   0.1   8.8  445.  3.21 17  37   -34
2016   1 22   5.4   1.6   0.8   6.9  435.  2.39 17  37   -35
2016   1 23   7.8   2.1   0.3   3.5  438.  1.23 17  37   -39
2016   2  0   6.8   2.0   0.5   5.9  435.  2.07 30  40   -35
2016   2  1   4.3   0.1  -0.2  11.4  446.  4.26 30  40   -29
2016   2  2   9.8  -1.1  -2.8   1.8  439.  0.68 30  40   -40
2016   2  3   9.6   1.4  -0.2   1.6  443.  0.63 23  40   -39
2016   2  4   9.2   0.5   0.2   2.6  414.  0.87 23  40   -36
2016   2  5   8.7  -1.3  -1.7   4.2  430.  1.49 23  40   -32
2016   2  6   7.4  -1.8  -2.0   8.0  456.  3.02 30  40   -24
2016   2  7   6.3   0.2   0.2   7.7  462.  3.05 30  40   -26
2016   2  8   5.6  -1.7  -1.5   8.5  467.  3.47 30  40   -23
2016   2  9   5.8  -2.5  -2.2   9.7  469.  4.05 23  40   -23
2016   2 10   4.9  -0.2   0.1  11.0  473.  4.70 23  40   -21
2016   2 11   3.4   0.9   0.9   8.5  488.  3.84 23  40   -17
2016   2 12   5.5   0.7   1.0   7.6  490.  3.43 23  40   -17
2016   2 13   4.5  -0.9  -0.9   7.0  482.  3.18 23  40   -21
2016   2 14   4.5   2.1   2.1   7.0  477.  3.19 23  40   -23
2016   2 15   5.5  -2.9  -2.9   6.1  476.  2.76 17  40   -26
2016   2 16   5.6  -0.4  -0.5   5.9  473.  2.66 17  40   -30
2016   2 17   5.8   0.9   0.9   5.5  468.  2.43 17  40   -29
2016   2 18   5.8   0.5   0.8   5.7  466.  2.56 17  40   -24
2016   2 19   5.7   0.4   0.6   5.4  460.  2.42 17  40   -24
2016   2 20   5.8   0.6   0.9   5.5  459.  2.46 17  40   -25
2016   2 21   6.2   2.0   2.0   6.0  456.  2.63 13  40   -21
2016   2 22   6.7   0.8   1.1   5.9  447.  2.50 13  40   -17
2016   2 23   6.6  -0.2   0.2   5.7  445.  2.43 13  40   -18
2016   3  0   6.6  -0.3   0.0   6.1  441.  2.45  3  51   -21
2016   3  1   7.4   2.0   2.7   6.3  448.  2.48  3  51   -18
2016   3  2   7.3   0.7   1.5   6.9  434.  2.60  3  51   -19
2016   3  3   8.1   1.9   2.3   6.4  427.  2.32 17  51   -18
2016   3  4   8.2   1.6   2.0   5.2  444.  2.04 17  51   -18
2016   3  5   6.9  -0.0   0.3   5.3  463.  2.37 17  51   -21
2016   3  6   6.8  -1.2  -0.9   4.9  466.  2.19 20  51   -23
2016   3  7   6.5  -1.4  -1.3   4.7  449.  1.95 20  51   -22
2016   3  8   6.2   0.5   0.5   4.2  450.  1.66 20  51   -21
2016   3  9   6.0  -0.5  -0.6   4.0  447.  1.55  7  51   -18
2016   3 10   5.9   0.4   0.2   3.8  443.  1.47  7  51   -17
2016   3 11   6.0  -1.0  -1.3   4.1  451.  1.63  7  51   -15
2016   3 12   6.0   0.7   0.5   4.0  455.  1.62 13  51   -16
2016   3 13   5.3   1.2   1.1   4.1  462.  1.87 13  51   -17
2016   3 14   4.7  -1.1  -1.2   4.8  471.  2.28 13  51   -14
2016   3 15   4.8  -0.7  -0.7   5.4  486.  2.71 23  51   -14
2016   3 16   4.6  -0.7  -0.6   5.8  468.  2.72 23  51   -13
2016   3 17   4.2  -0.4  -0.2   5.4  466.  2.51 23  51   -15
2016   3 18   4.5  -0.8  -0.3   4.9  479.  2.39 17  51   -12
2016   3 19   4.5  -1.6  -1.1   4.6  480.  2.23 17  51   -16
2016   3 20   4.3  -2.2  -1.8   4.3  484.  2.15 17  51   -20
2016   3 21   3.6  -1.1  -0.6   4.4  467.  2.00 27  51   -21
2016   3 22   4.7   0.4   0.7   2.6  423.  0.90 27  51   -20
2016   3 23   4.8   0.8   1.3   2.4  418.  0.80 27  51   -25
