YEAR DAY H0 IMFFF BzEEE BzMMM Densi Speed Press	Kp SSN Dsttt
2014   1  0   4.8  -0.5   0.6   6.2  399.  1.74  7 124     4
2014   1  1   5.0  -1.1  -0.2   6.4  395.  1.78  7 124     3
2014   1  2   5.5  -2.6  -1.8   5.9  386.  1.60  7 124     1
2014   1  3   5.5  -3.3  -2.6   6.6  376.  1.73 13 124     1
2014   1  4   6.2  -4.0  -3.6   6.6  372.  1.72 13 124    -1
2014   1  5   6.8  -4.6  -4.4   7.2  374.  1.86 13 124    -4
2014   1  6   6.3  -1.5  -1.5   7.1  369.  1.81 20 124    -6
2014   1  7   6.4  -2.9  -3.1   7.2  371.  1.85 20 124    -7
2014   1  8   7.6   2.9   2.6   9.1  376.  2.48 20 124    -5
2014   1  9   8.0   3.0   2.4  11.3  380.  3.27 20 124     3
2014   1 10   9.7  -3.8  -4.6  13.2  384.  3.90 20 124    12
2014   1 11  11.7  -5.2  -6.2  16.3  404.  5.24 20 124    10
2014   1 12  13.6  -7.4  -7.9  14.2  420.  5.09 37 124    -1
2014   1 13  14.5  -7.9  -8.3  11.5  421.  4.23 37 124   -19
2014   1 14  13.3  -1.8  -1.9  10.5  435.  3.98 37 124   -32
2014   1 15  12.5   2.6   2.8   7.1  488.  3.40 30 124   -39
2014   1 16  12.6   2.9   3.3   5.1  522.  2.90 30 124   -32
2014   1 17  11.5   0.8   1.8   5.4  524.  3.01 30 124   -27
2014   1 18  10.4  -2.0  -0.6   4.5  517.  2.60 30 124   -26
2014   1 19  10.6  -3.1  -1.4   4.7  509.  2.46 30 124   -26
2014   1 20  11.1  -4.4  -2.4   5.3  503.  2.63 30 124   -27
2014   1 21   9.6   0.9   2.2   5.1  532.  3.01 30 124   -25
2014   1 22   9.1   2.6   3.8   5.2  543.  3.28 30 124   -17
2014   1 23   7.6   3.3   3.7   5.8  558.  3.78 30 124   -13
2014   2  0   7.0   1.4   1.8   5.9  551.  3.77 33 133   -15
2014   2  1   7.2   0.0   0.9   6.6  553.  4.09 33 133   -14
2014   2  2   7.8  -2.3  -1.2   6.3  558.  3.93 33 133   -15
2014   2  3   8.6  -2.7  -1.7   5.3  547.  3.19 43 133   -23
2014   2  4   6.9   1.2   1.6   5.6  547.  3.36 43 133   -24
2014   2  5   5.2  -2.5  -2.6   6.0  569.  3.91 43 133   -19
2014   2  6   5.8  -1.2  -1.2   5.7  569.  3.83 33 133   -17
2014   2  7   6.1   1.4   1.3   5.5  551.  3.46 33 133   -22
2014   2  8   5.9  -1.1  -1.3   4.6  546.  2.83 33 133   -19
2014   2  9   5.8  -1.5  -1.9   4.3  558.  2.69 23 133   -20
2014   2 10   5.3  -0.2  -0.6   3.6  546.  2.19 23 133   -24
2014   2 11   5.4   0.0  -0.4   3.5  542.  2.06 23 133   -23
2014   2 12   5.7  -1.8  -2.1   3.2  548.  1.95 27 133   -15
2014   2 13   6.4  -0.4  -0.6   3.3  535.  1.87 27 133   -20
2014   2 14   7.3  -0.6  -0.7   3.0  529.  1.63 27 133   -25
2014   2 15   7.2  -1.7  -1.6   3.2  527.  1.78 33 133   -27
2014   2 16   6.5   0.0   0.2   4.3  559.  2.71 33 133   -24
2014   2 17   5.5  -1.0  -0.6   5.1  583.  3.59 33 133   -18
2014   2 18   6.0  -0.6  -0.2   5.3  585.  3.73 43 133   -18
2014   2 19   5.0   1.1   1.3   6.7  592.  4.64 43 133   -12
2014   2 20   5.4  -0.9  -0.4   5.5  606.  3.97 43 133   -11
2014   2 21   3.5   1.1   1.4   4.1  619.  3.05 23 133   -15
2014   2 22   3.5   0.1   0.6   3.7  626.  2.82 23 133   -16
2014   2 23   3.7   0.5   0.9   3.6  620.  2.66 23 133   -13
2014   3  0   3.6  -1.7  -1.3   3.5  614.  2.61 20 153    -9
2014   3  1   4.0   0.9   1.2   3.2  613.  2.35 20 153    -6
2014   3  2   4.1   1.8   2.3   3.1  599.  2.17 20 153    -5
2014   3  3   4.0   1.5   1.8   3.0  594.  2.06 17 153    -9
2014   3  4   3.4  -0.1  -0.0   2.9  577.  1.90 17 153   -13
2014   3  5   4.1  -0.8  -0.6   2.9  569.  1.83 17 153   -11
2014   3  6   4.0  -2.6  -2.6   2.6  568.  1.61 20 153   -15
2014   3  7   4.4   0.9   0.8   2.5  585.  1.58 20 153   -18
2014   3  8   4.3  -1.5  -1.7   2.7  573.  1.65 20 153   -17
2014   3  9   4.9  -1.3  -1.5   2.6  552.  1.52 20 153   -20
2014   3 10   5.3  -0.2  -0.6   2.5  543.  1.47 20 153   -22
2014   3 11   4.7  -1.6  -1.9   3.0  542.  1.77 20 153   -19
2014   3 12   3.0   0.0  -0.1   3.1  503.  1.66 30 153   -19
2014   3 13   4.1   0.1  -0.0   3.0  503.  1.56 30 153   -17
2014   3 14   4.2   0.2   0.2   3.0  497.  1.48 30 153   -15
2014   3 15   4.3  -1.5  -1.4   2.8  492.  1.30 27 153   -16
2014   3 16   4.7  -3.5  -3.3   2.7  500.  1.28 27 153   -26
2014   3 17   4.7  -2.6  -2.3   2.4  497.  1.10 27 153   -29
2014   3 18   4.8  -2.5  -2.1   2.1  497.  0.97 27 153   -28
2014   3 19   4.8  -2.2  -1.9   2.0  494.  0.93 27 153   -31
2014   3 20   4.6   1.0   1.0   2.0  489.  0.93 27 153   -30
2014   3 21   4.4  -0.3  -0.2   2.3  507.  1.17 10 153   -24
2014   3 22   4.7   0.8   1.0   2.0  500.  0.99 10 153   -21
2014   3 23   5.2   0.9   1.0   1.7  483.  0.75 10 153   -19
2014   4  0   5.2   0.8   0.7   1.7  475.  0.72  7 136   -14
2014   4  1   5.1   0.5   0.5   1.8  475.  0.76  7 136   -10
2014   4  2   5.1  -0.2  -0.1   1.8  477.  0.76  7 136   -10
2014   4  3   5.0   1.3   1.2   2.0  480.  0.86  7 136   -12
2014   4  4   4.8   1.4   1.4   2.0  473.  0.83  7 136   -12
